image,question,answer
image69,Do line of demarcation between gangrenous segment and the viable bowel contain heart failure cells alveolar macrophages containing haemosiderin pigment?,no
image69,Do the alveolar lumina contain heart failure cells alveolar macrophages containing haemosiderin pigment?,yes
image69,What do the alveolar lumina contain failure cells alveolar macrophages containing haemosiderin pigment?,heart failure cells (alveolar macrophages containing haemosiderin pigment) 
image69,What contain heart failure cells alveolar macrophages containing haemosiderin pigment?,the alveolar lumina
image69,"Are the interstitial vasculature widened and thickened due to congestion, oedema and mild fibrosis?",no
image69,"Are the alveolar septa widened and thickened due to congestion, oedema and mild fibrosis?",yes
image69,Why are the alveolar septa widened?,due to congestion
image69,"What are widened and thickened due to congestion, oedema and mild fibrosis?",the alveolar septa
image70,"Is a solitary,  well-circumscribed nodule visible in this gross specimen?",yes
image70,"Is a solitary,  well-circumscribed nodule visible in this gross specimen?",yes
image70,Is borderline serous cystadenoma visible in this gross specimen?,no
image70,Is genomic dna visible in this gross specimen?,no
image70,"How is a solitary,  well-circumscribed nodule in this gross specimen?",visible
image70,What is visible in this gross specimen?,a solitary
image70,What is visible in this gross specimen?,a solitary
image70,"How is a solitary,  well-circumscribed nodule in this gross specimen?",visible
image71,What is the kidney enlarged in?,size and weight
image71,Is the kidney enlarged in size and weight?,yes
image71,What is enlarged in size and weight?,kidney
image71,Does the peripheral zone show characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,no
image71,Does the cortex show characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,yes
image71,What does the cortex show?,characteristic 'flea bitten kidney '
image71,What shows characteristic 'flea bitten kidney ' due to tiny petechial haemorrhages on the surface?,cortex
image72,Do renal tubular epithelial cells in the lower half of the photograph show no nuclear staining and background cytoplasmic staining?,yes
image72,What show no nuclear staining and background cytoplasmic staining?,renal tubular epithelial cells
image72,Does this correspond to amplified N-MYC in the form of homogeneously staining regions?,yes
image72,What does this correspond to in the form of homogeneously staining regions?,amplified n-myc
image72,What corresponds to amplified N-MYC in the form of homogeneously staining regions?,the neuroblastoma cells on the upper half of the photo with large areas of staining (yellow-green)
image72,Is spindle-shaped schwann cells attached to the kidney?,no
image72,Is FISH using a fluorescein-labeled cosmid probe for N-myc on a tissue section containing neuroblastoma attached to the kidney?,yes
image72,What is attached to the kidney?,neuroblastoma
image72,What do renal tubular epithelial cells in the lower half of the photograph show ?,no nuclear staining and background (green) cytoplasmic staining
image72,Do the photomicrographs show no nuclear staining and background cytoplasmic staining?,no
image72,Does section of an involved lacrimal gland correspond to amplified N-MYC in the form of homogeneously staining regions?,no
image73,"Whose underlying basement membranes is detachment of tubular cells from,  and granular casts?",their
image73,"Does acute tubular epithelial cell injury with blebbing at the luminal pole,  detachment of tubular cells from their underlying basement membranes,  and granular cast?",yes
image73,Does homogeneous or diffuse staining of nuclei cast?,no
image73,"Acute tubular epithelial cell injury with blebbing at the luminal pole , detachment of tubular cells from whose underlying basement membranes , and granular casts ?",their
image74,"What are arranged in sheets, cords or aggregates and at places form pseudorosettes?",tumour cells
image74,"Are the tumour cells arranged in sheets, cords or aggregates and at places form pseudorosettes?",yes
image74,"Are scanty cytoplasm and markedly hyperchromatic nuclei arranged in sheets, cords or aggregates and at places form pseudorosettes?",no
image74,"What are small, uniform, lymphocyte-like with scanty cytoplasm?",individual tumour cells
image74,What are the tumour cells arranged in?,sheets
image74,"Are some leucocytes and red cells and a tight meshwork small, uniform, lymphocyte-like with scanty cytoplasm?",no
image74,"Are the individual tumour cells small, uniform, lymphocyte-like with scanty cytoplasm?",yes
image74,How are the individual tumour cells?,small
image75,What is an asbestos fibre coated with giving it beaded or dumbbell-shaped appearance with bulbous ends?,asbestos body
image75,Is the interstitial vasculature an asbestos fibre coated with glycoprotein and haemosiderin giving it beaded or dumbbell-shaped appearance with bulbous ends?,no
image75,Is an asbestos body an asbestos fibre coated with glycoprotein and haemosiderin giving it beaded or dumbbell-shaped appearance with bulbous ends?,yes
image76,What is the segmental distribution in this case?,typical of anca (anti-neutrophil cytoplasmic antibody)- associated crescentic glomerulonephritis
image76,What is typical of ANCA (anti-neutrophil cytoplasmic antibody)- associated crescentic glomerulonephritis?,the segmental distribution
image76,Is the segmental distribution in this case typical of ANCA (anti-neutrophil cytoplasmic antibody)- associated crescentic glomerulonephritis?,yes
image76,Is a characteristic tubercle at low magnification typical of ANCA anti-neutrophil cytoplasmic antibody - associated crescentic glomerulonephritis?,no
image76,Does normal media for comparison indicate areas of necrosis and crescent formation?,no
image77,What are composed of uniform cuboidal cells having granular cytoplasm?,these nests
image77,What are these nests composed of?,uniform cuboidal cells having granular cytoplasm
image77,Does the show a characteristic nested of cells separated by fibrovascular septa?,no
image77,Does the tumour show a characteristic nested of cells separated by fibrovascular septa?,yes
image77,What does the tumour show?,a characteristic nested of cells separated by fibrovascular septa
image77,Are these nests composed of uniform cuboidal cells having granular cytoplasm?,yes
image77,Are the tumour cells composed of uniform cuboidal cells having granular cytoplasm?,no
image77,What shows a characteristic nested of cells separated by fibrovascular septa?,tumour
image78,Does uppurative diseases show characteristically increased number of megakaryocytes with single non-lobulated nuclei and reduced cytoplasmic granularity inbox on right photomicrograph?,no
image78,How is laboratory findings of ITP contrasted?,with those found normal individual
image78,Does ideroblastic anaemia bone marrow show presence of reduced number of platelets which are often large?,no
image78,Is aboratory findings of ITP contrasted with those found in a normal individual?,yes
image78,What shows presence of reduced number of platelets which are often large?,peripheral blood in itp
image78,What is contrasted with those found in a normal individual?,laboratory findings of itp individual
image78,What is laboratory findings of ITP contrasted with?,those found normal individual
