image,question,answer
image3084,How are the commissures stenosis?,not fused
image3084,What are heaped up within the sinuses of Valsalva?,nodular masses of calcium
image3084,Are small nests of epithelial cells and myxoid stroma forming cartilage and bone heaped up within the sinuses of Valsalva?,no
image3084,"What are not fused,  as in rheumatic aortic valve stenosis?",the commissures
image3085,"Did early (reversible) ischemic injury increase eosinophilia of cytoplasm,  and swelling of occasional cells?",no
image3085,"Does early ischemic injury show surface blebs, increase eosinophilia of cytoplasm, and swelling of occasional cells?",yes
image3085,What does ischemic injury show?,surface blebs
image3085,"What is showing increased eosinophilia of cytoplasm,  and swelling of occasional cells?",early (reversible) ischemic injury
image3086,What shows three layers in the wall of hydatid cyst?,microscopy
image3086,How many layers does microscopy show?,three
image3086,What does microscopy show?,three layers in the wall of hydatid cyst
image3086,Does icroscopy show three layers in the wall of hydatid cyst?,yes
image3086,Does irregular nuclear show three layers in the wall of hydatid cyst?,no
image3086,What shows a scolex with a row of hooklets?,inbox in the right photomicrograph
image3086,What does inbox in the right photomicrograph show?,a scolex with a row of hooklets
image3086,Does the peripheral zone show a scolex with a row of hooklets?,no
image3086,Does inbox in the right photomicrograph show a scolex with a row of hooklets?,yes
image3086,How does inbox in the right photomicrograph show a scolex?,with a row of hooklets
image3087,What are released into the cytosol?,viral rna genome
image3087,Are the granuloma released into the cytosol?,no
image3087,Are viral rna genome as well as reverse transcriptase released into the cytosol?,yes
image3087,What fuses with the plasma membrane of the host cell?,the viral envelope
image3087,Does the viral envelope fuse with the plasma membrane of the host cell?,yes
image3087,Does necrosis fuse with the plasma membrane of the host cell?,no
image3087,How does the viral envelope fuse with?,the plasma membrane of the host cell
image3087,What are viral rna genome as well as reverse transcriptase released into?,the cytosol
image3088,"What shows circumscribed, dark tan, haemorrhagic and necrotic tumour?",sectioned surface
image3088,"Does sectioned surface show circumscribed, dark tan, haemorrhagic and necrotic tumour?",yes
image3088,Is viral dna expanded in the region of epiphysis?,no
image3088,Is the end of the long bone expanded in the region of epiphysis?,yes
image3088,What is expanded in the region of epiphysis?,end of the long bone
image3088,"Does iron on absorption from upper small intestine show circumscribed, dark tan, haemorrhagic and necrotic tumour?",no
image3088,What is the end of the long bone expanded in?, region of epiphysis
image3089,"What has inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",active granulation tissue
image3089,What does ctive granulation tissue have?,inflammatory cell infiltrate
image3089,"Does bilayer lipid membrane have inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",no
image3089,"Does ctive granulation tissue have inflammatory cell infiltrate, newly formed blood vessels and young fibrous tissue in loose matrix?",yes
image3090,How does microscopic view of breast carcinoma illustrate the invasion of breast stroma and fat?,by nests and cords of tumor cells
image3090,What illustrates the invasion of breast stroma and fat by nests and cords of tumor cells?,the microscopic view of breast carcinoma
image3090,What does microscopic view of breast carcinoma illustrate?, the invasion of breast stroma and fat by nests and cords of tumor cells
image3090,Does the microscopic view of breast carcinoma illustrate the invasion of breast stroma and fat by nests and cords of tumor cells?,yes
image3090,Does the injurious stimulus illustrate the invasion of breast stroma and fat by nests and cords of tumor cells?,no
image3091,"Is the epidermis studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",no
image3091,"Is bilayer lipid membrane studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",yes
image3091,"What is studded with 2 viral glycoproteins, gp120 and gp41, in the positions shown?",bilayer lipid membrane
image3091,What is bilayer lipid membrane studded with?,2 viral glycoproteins
image3091,"Does the particle have core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",yes
image3091,"What does the particle have containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",core transcriptase
image3091,"The particle has core containing proteins, p24 and p18, how many strands of viral rna, and enzyme reverse transcriptase?",two
image3091,How many strands does the particle have?,two
image3091,"What has core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",the particle 
image3091,"Does the epidermis have core containing proteins, p24 and p18, two strands of viral rna, and enzyme reverse transcriptase?",no
image3092,Do these nests correspond to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = reduced NAD?,no
image3092,What does thickness and intensity of colour of on left side of figure correspond to?,extent of metabolic pathway
image3092,What corresponds to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = reduced NAD?,thickness and intensity of colour of on left side of figure
image3092,Does thickness and intensity of colour of arrows on left side of figure correspond to extent of metabolic pathway followed ADH = alcohol dehydrogenase ; ALDH or ACDH = hepatic acetaldehyde dehydrogenase ; NAD = nicotinamide adenine dinucleotide ; NADH = r,yes
image3093,What are the lesions predominantly seen in?,lymph nodes and throughout lung parenchyma
image3093,Are the lesions predominantly seen in lymph nodes and throughout lung parenchyma?,yes
image3093,What are predominantly seen in lymph nodes and throughout lung parenchyma?,the lesions
image3093,Are the nuclei predominantly seen in lymph nodes and throughout lung parenchyma?,no
image3094,Is the gallbladder mucosa infiltrated by chronic inflammatory cells?,yes
image3094,What is the gallbladder mucosa infiltrated by?,chronic inflammatory cells
image3094,What is infiltrated by chronic inflammatory cells?,the gallbladder mucosa
image3094,Is a subnodule infiltrated by chronic inflammatory cells?,no
image3095,Does a peripheral blood smear show a hyper-segmented neutrophil with a six-lobed nucleus?,yes
image3095,What shows a hyper-segmented neutrophil with a six-lobed nucleus?,a peripheral blood smear 
image3095,What does a peripheral blood smear show?,a hyper-segmented neutrophil with a six-lobed nucleus 
